x,y,z,som,picos
0.0000,0.0000,0.0000,27481,0
0.0000,0.0000,0.0000,27498,0
0.0000,0.0000,0.0000,27520,0
0.0000,0.0000,0.0000,27487,0
0.0000,0.0000,0.0000,27550,0
-8.4336,0.4023,1.1172,27517,0
-15.4844,4.5391,-1.1445,27597,0
-7.9727,-0.5938,0.8086,27477,0
-7.2070,-2.8945,-2.0625,27477,0
-6.1367,-2.0117,0.6953,27535,0
-7.8203,-2.3555,-2.0234,27445,0
-14.8320,5.0742,0.1211,27555,0
-5.7500,-2.7031,0.5820,27500,0
-14.6406,4.9609,0.1602,27547,0
-4.8008,-3.3906,0.0430,27452,0
-10.3164,0.0547,-2.4844,27529,0
-4.5625,-4.1562,-0.1094,27506,0
-11.8477,1.1289,-2.1406,27522,0
-12.9141,3.6172,0.9258,27506,0
-4.3750,-4.5430,-0.7227,27488,0
-11.3086,2.7773,0.9258,27520,0
-4.4883,-4.6172,-0.9883,27484,0
-13.8008,3.1211,-1.7930,27545,0
-5.1406,-4.4648,-1.2188,27469,0
-14.4883,4.1172,-1.6406,27530,0
-8.8516,0.6680,1.0391,27457,0
-14.9062,4.6914,-1.1797,27552,0
-7.8242,-0.4414,1.0781,27442,0
-6.8242,-3.3906,-1.8320,27540,0
-15.2500,4.9961,-0.6445,27434,0
-7.7461,-2.4336,-2.2930,27521,0
-14.9453,5.0742,-0.4141,27521,0
-5.7891,-2.4336,0.5039,27466,0
-14.6445,4.8438,0.1992,27494,0
-5.0273,-3.3516,0.2734,27488,0
-10.1992,-0.2500,-2.3320,27481,0
-13.8398,4.5000,0.4648,27536,0
-11.4609,0.8984,-2.3672,27483,0
-12.9570,3.8086,0.8477,27527,0
-4.3750,-4.4258,-0.4141,27480,0
-11.7656,2.8906,1.0781,27550,0
-4.4492,-4.5820,-0.8750,27470,0
-13.5664,3.0820,-2.0234,27572,0
-4.9102,-4.4648,-1.2969,27470,0
-14.3672,3.8867,-1.6797,27549,0
-9.2344,0.8984,1.1562,27457,0
-5.5625,-4.1211,-1.5664,27558,0
-8.1250,-0.1367,1.0039,27483,0
-6.5195,-3.5078,-1.8711,27512,0
-15.1367,4.9219,-0.8750,27475,0
-7.5586,-2.6641,-2.1016,27506,0
-15.0625,5.1133,-0.3398,27506,0
-5.9883,-2.2812,0.6562,27488,0
-8.7461,-1.6680,-2.2539,27474,0
-5.1406,-3.1250,0.3125,27508,0
-9.9297,-0.5586,-2.3320,27463,0
-14.0234,4.5781,0.4648,27516,0
-11.1172,0.5938,-2.3320,27467,0
-13.2227,3.9648,0.7344,27545,0
-4.4102,-4.3477,-0.3789,27426,0
-12.2305,1.7422,-2.2539,27563,0
-4.3750,-4.5430,-0.7969,27438,0
-13.2617,2.7773,-2.0234,27539,0
-11.0000,2.2773,1.1172,27439,0
-14.1055,3.6562,-1.7930,27513,0
-9.6992,1.2812,1.1172,27458,0
-5.3711,-4.2734,-1.4883,27489,0
-8.4727,0.1719,1.0391,27476,0
-6.2148,-3.7734,-1.7188,27474,0
-15.0938,4.8438,-0.9531,27477,0
-7.2852,-0.9414,0.9648,27454,0
-15.0977,5.0742,-0.5312,27512,0
-6.3320,-1.9727,0.6953,27443,0
-8.3633,-1.9727,-2.2539,27443,0
-5.4492,-2.8555,0.3906,27536,0
