x,y,z,som,picos
0.0000,0.0000,0.0000,27490,0
0.0000,0.0000,0.0000,27384,0
0.0000,0.0000,0.0000,27506,0
0.0000,0.0000,0.0000,27408,0
0.0000,0.0000,0.0000,27512,0
-13.8398,3.9258,0.5039,27406,0
-12.1484,2.0859,-2.1016,27494,0
-12.3750,2.8125,0.8477,27394,0
-4.1445,-4.6211,-0.7617,27460,0
-10.7344,1.5898,0.9648,27421,0
-4.6016,-4.4258,-1.2188,27447,0
-14.7148,4.3828,-1.5664,27442,0
-9.1289,0.1719,0.9258,27442,0
-15.3672,4.9219,-1.1055,27432,0
-7.4023,-1.2070,0.8086,27450,0
-6.8633,-2.6250,-1.8320,27415,0
-6.0195,-2.5859,0.5820,27482,0
-8.4336,-1.3633,-1.9844,27402,0
-15.0664,4.8828,0.0430,27472,0
-10.0000,0.1719,-2.1406,27400,0
-14.1836,4.2695,0.3906,27481,0
-4.2969,-4.2734,-0.2227,27367,0
-11.6875,1.6641,-2.1406,27498,0
-4.1055,-4.6211,-0.6445,27384,0
-13.1797,3.0039,-1.9492,27472,0
-11.2266,1.9727,0.9648,27393,0
-14.4102,4.1562,-1.6797,27474,0
-9.5508,0.5156,0.9648,27382,0
-5.2109,-3.9297,-1.5664,27452,0
-15.1367,4.7695,-1.2969,27416,0
-6.5195,-2.9688,-1.8320,27421,0
-15.5156,5.1523,-0.7617,27424,0
-6.3711,-2.2422,0.6172,27424,0
-15.2500,4.9961,-0.1484,27441,0
-5.0664,-3.3516,0.3516,27441,0
-9.6211,-0.2500,-2.1406,27380,0
-14.4883,4.4219,0.3516,27460,0
-11.3086,1.3203,-2.2148,27381,0
-13.1445,3.5039,0.6953,27455,0
-4.0273,-4.5781,-0.5312,27367,0
-11.4609,2.4297,0.9648,27469,0
-3.6094,-4.5781,-0.8750,27363,0
-13.8750,3.5039,-1.7188,27542,0
-6.2148,-3.5469,-1.8320,27405,0
-14.4062,5.5703,-1.6016,27434,0
-7.7461,-0.5586,0.7734,27311,0
-6.0156,-4.1562,-1.7578,27438,0
-6.3984,-1.4766,1.3477,27418,0
-8.0508,-2.7031,-1.7188,27491,0
-16.5195,5.0352,-0.6836,27383,0
-9.0508,-0.0586,-2.4844,27405,0
-13.9492,4.0781,-0.1484,27399,0
-4.0664,-4.1953,0.0430,27428,0
-10.7344,0.8984,-1.6797,27454,0
-4.6406,-4.6953,-0.5312,27385,0
-12.4180,2.3555,-2.4453,27385,0
-11.5703,3.1211,0.6172,27427,0
-13.5625,3.1953,-2.0625,27384,0
-10.5391,1.3594,1.3086,27473,0
-5.1445,-4.2344,-0.8750,27387,0
-15.1758,4.3477,-1.2969,27478,0
-5.3281,-3.4688,-1.7578,27363,0
-15.2500,5.1875,-1.2188,27460,0
-7.1758,-1.4375,0.7344,27376,0
-15.6758,5.1133,-0.1836,27486,0
-6.0547,-2.6641,0.7344,27364,0
-8.5508,-1.3242,-2.1016,27463,0
-4.6406,-3.5820,-0.0312,27389,0
-10.3438,0.4375,-2.3320,27439,0
-14.0664,4.0781,0.4648,27398,0
-4.3359,-4.3828,-0.1836,27411,0
-12.5742,3.0820,0.8477,27410,0
-3.9531,-4.6602,-0.7969,27403,0
-13.2617,3.1602,-2.0234,27409,0
-4.6016,-4.4648,-1.1797,27404,0
-14.5273,4.1914,-1.4883,27434,0
-9.3945,0.4023,1.0781,27434,0
-5.2930,-3.8906,-1.4883,27373,0
-7.7070,-0.9414,0.8477,27454,0
-6.6328,-2.9336,-1.8711,27375,0
-15.5195,5.1875,-0.6836,27457,0
-8.0898,-1.6680,-2.0625,27385,0
-15.0938,4.9609,-0.1484,27467,0
-5.0625,-3.3516,0.2734,27371,0
-14.4102,4.4609,0.2734,27489,0
-4.4062,-4.1211,-0.1484,27382,0
-11.4219,1.2812,-2.2148,27449,0
-13.1094,3.5039,0.6953,27395,0
-12.8789,2.6602,-1.9492,27450,0
-11.6914,2.2773,0.9648,27406,0
-4.2969,-4.5820,-0.9531,27435,0
-9.9648,0.8984,1.0039,27426,0
-4.9883,-4.1562,-1.4102,27412,0
-15.0234,4.6914,-1.2969,27431,0
-8.2852,-0.4805,0.9258,27398,0
-15.5586,5.0742,-0.7969,27443,0
-6.7148,-1.8203,0.6953,27362,0
-7.4375,-2.0898,-2.0234,27362,0
-5.4883,-2.9336,0.4258,27465,0
-9.1602,-0.7109,-2.1406,27357,0
-14.7930,4.6523,0.2344,27453,0
-4.6055,-3.9648,0.0430,27347,0
-13.6016,3.8867,0.5820,27431,0
-4.0273,-4.4609,-0.4531,27331,0
-12.3359,2.1992,-2.1406,27422,0
-4.1445,-4.5781,-0.8750,27332,0
-13.7227,3.3906,-1.8711,27400,0
-10.5781,1.4336,1.0391,27337,0
-14.7148,4.3477,-1.4883,27398,0
-8.9297,0.0547,0.9258,27360,0
-5.6758,-3.6602,-1.6016,27363,0
-15.3711,4.9609,-1.0664,27387,0
-6.9023,-2.6641,-1.9102,27349,0
-15.4492,5.1133,-0.4922,27388,0
-6.0156,-2.4727,0.5430,27347,0
-15.0273,4.9219,-0.0312,27415,0
-4.9062,-3.4688,0.1602,27351,0
-10.0000,0.0938,-2.2148,27446,0
-14.1836,4.2695,0.4258,27369,0
-11.5703,1.4336,-2.1406,27465,0
-12.9961,3.3516,0.7344,27465,0
-4.0273,-4.6602,-0.5703,27355,0
-11.5312,2.1641,0.9648,27477,0
-4.2578,-4.5391,-0.9883,27363,0
-14.1797,3.8086,-1.7188,27453,0
-9.9336,0.9375,1.0391,27400,0
-15.0664,4.6523,-1.3359,27452,0
-8.3594,-0.4023,0.9258,27394,0
-6.0547,-3.3164,-1.7578,27449,0
-6.8203,-1.7070,0.7344,27443,0
-7.3984,-2.2422,-1.9492,27430,0
-15.3672,5.0742,-0.3398,27446,0
-8.9336,-0.9766,-2.1406,27426,0
-14.7930,4.8047,0.0820,27465,0
-4.7227,-3.7383,0.1211,27390,0
-10.4219,0.4023,-2.1758,27488,0
-4.2188,-4.3438,-0.3008,27376,0
-11.9258,1.7031,-2.1406,27478,0
-12.6133,3.1211,0.8086,27380,0
-13.3008,2.9297,-1.9844,27487,0
-11.2305,2.0078,1.0039,27398,0
-4.4492,-4.5391,-1.0664,27398,0
-14.3711,3.9648,-1.7188,27478,0
-5.1836,-4.0430,-1.4492,27398,0
-15.0625,4.6914,-1.3359,27472,0
-8.2070,-0.4414,0.9258,27400,0
-15.4102,5.0742,-0.8750,27478,0
-6.8203,-1.6289,0.7344,27428,0
-7.4375,-2.3203,-2.0234,27431,0
-5.6758,-2.6641,0.5039,27465,0
-8.8125,-1.1680,-2.1758,27404,0
-14.8711,4.8047,0.0430,27460,0
-4.8320,-3.6211,0.1992,27408,0
-14.0234,4.1562,0.5039,27477,0
-4.3398,-4.1953,-0.1484,27398,0
-11.6133,1.3984,-2.1758,27491,0
-4.1445,-4.5430,-0.6055,27409,0
-12.9180,2.6211,-2.0234,27498,0
-11.5352,2.4297,0.9648,27391,0
-4.3750,-4.5391,-0.9531,27503,0
-10.1602,1.3203,1.0781,27408,0
-4.9492,-4.3125,-1.3359,27495,0
-14.8320,4.3828,-1.4492,27495,0
-5.7500,-3.6992,-1.6406,27457,0
-15.3320,4.8438,-1.0664,27465,0
-7.4023,-1.0547,0.8867,27472,0
-6.8203,-2.8945,-1.8711,27458,0
-6.2539,-2.1289,0.5820,27472,0
-8.0508,-1.7812,-2.1016,27433,0
-15.1328,4.9609,-0.1836,27485,0
-9.4336,-0.6328,-2.1758,27444,0
-14.5273,4.6133,0.2734,27487,0
-4.6055,-3.8516,0.0430,27419,0
-13.6055,3.9648,0.6172,27514,0
-4.1836,-4.3438,-0.3008,27392,0
-12.1094,1.8164,-2.1406,27501,0
-12.4180,3.0820,0.8086,27405,0
-13.3008,2.9297,-1.9492,27467,0
-11.1172,2.0469,0.9648,27412,0
-4.4492,-4.5000,-1.1055,27464,0
-9.7383,0.9375,1.0781,27429,0
-5.1016,-4.1211,-1.4492,27444,0
-14.9844,4.5000,-1.3711,27428,0
-8.3906,-0.2109,0.9648,27428,0
-15.3320,4.9219,-0.9531,27429,0
-7.0547,-1.3984,0.7734,27430,0
-7.2461,-2.5117,-1.9492,27393,0
-5.8320,-2.5859,0.6172,27472,0
-8.7422,-1.3633,-2.1406,27377,0
-14.8672,4.8828,0.0078,27471,0
-9.8555,-0.2500,-2.2148,27379,0
-14.1445,4.4609,0.4258,27482,0
-4.5664,-4.0039,-0.0312,27375,0
-11.2695,0.9375,-2.2148,27477,0
-4.2578,-4.5039,-0.3789,27396,0
-12.5352,2.2383,-2.1406,27450,0
-11.9219,2.7383,0.9648,27391,0
-13.6797,3.2344,-1.9102,27475,0
-10.5820,1.6641,1.0039,27415,0
-4.6836,-4.4258,-1.2188,27455,0
-14.6016,4.1562,-1.5664,27441,0
-5.4102,-3.8125,-1.5664,27436,0
-15.2109,4.7695,-1.2188,27475,0
-7.8594,-0.6719,0.9258,27475,0
-15.4102,5.0742,-0.6836,27503,0
-6.5938,-1.8594,0.6953,27503,0
-7.7461,-2.0898,-2.0234,27398,0
-15.2539,5.0352,-0.2617,27483,0
-9.0859,-0.9414,-2.2148,27404,0
-14.7109,4.6914,0.1992,27477,0
-4.7227,-3.7383,0.1602,27370,0
-13.8789,4.1172,0.5039,27483,0
