x,y,z,som,picos
-11.3867,-10.6328,3.0312,27534,0
6.4727,-3.8516,0.9648,27307,0
-17.3203,-6.5312,1.9609,27503,0
6.5430,-9.5156,2.7656,27356,0
-15.1367,13.9609,-1.4883,27413,0
4.1289,-13.1602,4.1055,27482,0
-8.3203,10.8242,-1.6016,27308,0
-24.7500,4.8828,-0.3789,27545,0
-1.5781,6.6016,-1.2578,27314,0
-24.8672,9.9375,-1.0273,27478,0
-6.1758,-12.5469,3.8359,27386,0
3.8242,1.1680,0.0078,27368,0
-12.6523,-9.7109,2.8789,27508,0
6.6992,-4.8086,1.5781,27288,0
-19.6953,14.6875,-1.7188,27559,0
6.2383,-10.3203,3.2617,27328,0
-13.9883,13.4258,-1.5273,27454,0
-22.7227,-0.0977,0.6562,27460,0
3.2500,-13.6562,4.1445,27460,0
-24.9844,6.1094,-0.3008,27325,0
-1.5000,-14.1562,4.2578,27551,0
-0.0078,5.3789,-1.2188,27301,0
-7.5156,-12.3516,3.6445,27533,0
4.8242,-0.4023,0.0820,27383,0
-22.5352,14.4219,-1.3711,27422,0
-14.1836,-8.9062,2.6094,27525,0
-18.4336,14.3047,-1.5664,27372,0
-19.6992,-4.1562,1.3477,27557,0
5.8945,-11.0898,3.5703,27369,0
-23.3008,1.1289,0.1992,27547,0
2.2930,-13.5820,4.5273,27432,0
-5.2930,9.2930,-1.4883,27439,0
-2.8047,-13.7383,4.3359,27566,0
1.3359,4.6875,-0.9531,27366,0
-24.4883,11.7031,-1.2188,27589,0
-9.0859,-12.0898,3.6836,27377,0
-21.7266,14.4609,-1.2969,27506,0
-15.4453,-8.7148,2.4180,27467,0
6.9258,-6.8789,2.1133,27467,0
-20.8477,-3.8516,1.3477,27563,0
5.3945,-11.5859,3.6445,27563,0
-11.0781,12.5039,-1.6016,27364,0
-23.9844,1.7422,0.1992,27567,0
-3.8359,8.2930,-1.4883,27399,0
-24.9453,7.4102,-1.1055,27500,0
-3.9141,-13.0469,4.4492,27519,0
-24.4883,11.6641,-2.0625,27433,0
-9.6602,-10.2812,2.8398,27596,0
5.9688,-2.5859,2.1523,27363,0
-21.4531,13.8086,-1.2188,27616,0
6.8516,-6.9531,3.2227,27469,0
-16.2539,13.8477,-1.6406,27523,0
-21.4219,-3.5469,0.2344,27596,0
-10.3477,12.2344,-1.2578,27434,0
-24.3672,1.3203,-0.6055,27687,0
1.2969,-13.6953,4.6797,27449,0
-25.5156,7.2969,-1.5273,27660,0
-3.9531,-14.1602,3.8359,27552,0
2.9062,4.6523,0.1992,27551,0
-24.6328,12.2383,-1.6797,27697,0
6.1602,-1.0547,1.2695,27484,0
-21.0742,14.1523,-1.5273,27484,0
-16.5156,-8.3711,1.7695,27682,0
-16.2109,14.4219,-1.5273,27487,0
-21.6094,-4.0430,0.4648,27626,0
5.2422,-11.4375,4.1797,27579,0
-10.1562,12.8516,-0.9531,27535,0
1.4102,-14.0000,4.2969,27691,0
-3.1484,9.5547,-0.5312,27468,0
-25.6367,7.2188,-1.2969,27704,0
2.6367,4.7305,0.2344,27503,0
-24.7109,12.2773,-1.5664,27592,0
-9.8516,-12.4688,3.0703,27584,0
6.1562,-1.0547,1.1953,27504,0
-16.0977,-9.0977,1.8438,27667,0
7.1992,-6.8398,2.4180,27441,0
-17.0547,14.4609,-1.3711,27660,0
5.5469,-10.5977,4.1797,27491,0
-12.1484,12.5000,-2.2539,27545,0
-22.3008,0.0547,0.8867,27588,0
-7.7812,9.0938,-2.8281,27439,0
-22.5742,3.8477,0.0820,27628,0
-1.3477,-11.3633,5.4844,27628,0
-3.6094,6.7969,-2.5977,27399,0
-5.1016,-10.9766,5.1406,27572,0
-0.1992,3.0781,-1.1055,27432,0
-21.4922,9.9375,-2.0625,27440,0
2.1367,-1.2852,0.3516,27535,0
-19.3945,12.1992,-3.0977,27344,0
-13.6406,-7.0703,3.9883,27579,0
2.7500,-6.1875,2.0352,27326,0
-17.4023,-4.1211,2.9570,27534,0
2.6758,-10.1367,3.7617,27407,0
-12.3047,11.9688,-3.4023,27399,0
1.0273,-13.0078,4.9102,27539,0
-7.2070,9.1328,-3.4805,27315,0
-22.1094,6.4922,0.1211,27558,0
-2.6875,-13.3555,5.7539,27347,0
-22.3359,10.6680,-1.3711,27489,0
-7.0156,-11.8945,5.7539,27421,0
1.3359,0.2109,-1.4883,27384,0
-11.5312,-9.5586,5.0625,27527,0
3.1719,-3.8516,0.6562,27320,0
-18.6680,13.8086,-3.7109,27320,0
3.6328,-7.9102,2.5742,27557,0
-15.3672,13.5781,-4.2070,27334,0
-18.6953,-2.5117,2.8398,27485,0
2.6367,-11.6289,4.5664,27426,0
-21.1094,2.3555,1.1172,27371,0
0.6055,-13.5039,5.8672,27528,0
-6.6328,8.9102,-3.9023,27305,0
-3.0703,-13.5430,6.2891,27572,0
-1.9609,4.9922,-2.9453,27325,0
-21.9922,10.9727,-1.9102,27449,0
-7.3242,-12.0898,6.3281,27429,0
-20.7656,13.5391,-3.0977,27354,0
-11.8438,-9.7500,5.4844,27515,0
3.4023,-4.3125,0.8477,27314,0
-16.0938,-6.4180,4.2578,27537,0
4.1289,-8.6797,3.1094,27340,0
-15.3320,13.7695,-4.3594,27466,0
-19.3555,-2.3555,2.6094,27435,0
-10.8867,11.9688,-4.2852,27360,0
-21.6914,2.3164,0.7734,27516,0
0.8359,-13.4609,6.2891,27516,0
-22.4961,6.8750,-0.7969,27555,0
-2.8789,-13.3906,6.4805,27555,0
-1.6914,5.3086,-2.7148,27347,0
-7.0938,-12.1641,6.3633,27464,0
1.6445,0.8984,-1.1055,27444,0
-21.2656,13.0820,-3.2109,27370,0
-11.6133,-10.0586,5.3672,27540,0
-19.2383,14.0000,-3.9414,27326,0
-15.7891,-6.9531,4.0664,27526,0
4.5508,-7.7969,3.0312,27355,0
-19.2344,-3.3164,2.6484,27484,0
3.5938,-10.8984,4.9844,27435,0
-11.8047,12.2383,-4.1680,27386,0
-21.5352,1.0117,0.8867,27540,0
-7.3242,9.9766,-3.7109,27325,0
-22.6094,5.3438,-0.6055,27566,0
-1.8438,-13.4648,6.5195,27368,0
-22.9531,9.2891,-2.1016,27500,0
-5.7148,-12.7773,6.4414,27472,0
0.9141,2.7344,-1.4102,27406,0
-21.8398,12.2773,-2.9453,27581,0
3.5547,-1.6680,0.3516,27389,0
-20.1211,13.8867,-3.7852,27389,0
-14.3711,-8.4492,4.5273,27611,0
-17.0859,14.2305,-4.1328,27438,0
-18.2031,-5.0391,3.0703,27551,0
4.2070,-9.7891,4.4102,27524,0
-20.6484,-0.8633,1.5781,27482,0
2.4062,-12.5078,5.7891,27613,0
-9.0078,11.2812,-3.9023,27416,0
-22.3398,3.4258,-0.1094,27637,0
-4.6797,8.2148,-3.3633,27439,0
-22.7188,7.8711,-1.4102,27566,0
-4.0273,-13.4648,6.5547,27503,0
-22.2617,11.2812,-2.6367,27500,0
-8.3594,-12.0469,6.1367,27609,0
2.4453,0.0938,-0.6445,27434,0
-20.8867,13.5781,-3.4414,27660,0
3.9766,-4.2773,1.4219,27440,0
-18.5078,14.3438,-4.0547,27580,0
-16.3984,-6.6094,3.9531,27516,0
-15.4102,13.9219,-4.2461,27491,0
-19.3945,-2.9336,2.5742,27613,0
3.2109,-11.4023,5.0625,27613,0
-21.4922,1.4336,0.8867,27434,0
1.2578,-13.2734,6.2500,27648,0
-7.2070,9.9766,-3.9414,27442,0
-22.2969,5.6094,-0.5703,27599,0
-2.7656,6.6445,-3.0586,27515,0
-22.5742,9.4414,-2.0234,27466,0
-5.7148,-12.9336,6.5547,27585,0
-21.5312,12.3906,-2.9805,27408,0
-10.1562,-11.2461,5.8672,27604,0
3.0977,-1.6680,0.1602,27379,0
-20.0039,14.0000,-3.8242,27535,0
4.0547,-5.9258,2.0742,27441,0
-17.2461,14.3438,-4.2070,27423,0
-17.7070,-5.3438,3.4531,27505,0
-13.9844,13.4648,-4.3984,27349,0
-20.1602,-1.3633,1.9609,27520,0
2.5234,-12.2734,5.6367,27333,0
-9.6992,11.6680,-4.1328,27508,0
0.1836,-13.5000,6.5195,27390,0
-5.4844,8.8320,-3.7109,27413,0
-22.5742,7.1445,-1.1445,27413,0
-1.1172,5.1133,-2.3672,27498,0
-22.4922,10.7812,-2.1406,27368,0
-7.7461,-12.3164,5.9453,27584,0
-21.2305,13.5391,-2.7539,27347,0
-12.4922,-9.5195,5.3320,27552,0
4.6641,-4.3867,1.0781,27400,0
-18.9688,14.2305,-3.4023,27484,0
5.6641,-8.3711,2.5742,27530,0
-15.4492,13.9609,-3.3281,27340,0
-21.0391,-2.9688,2.4180,27568,0
-11.0391,12.3906,-3.4023,27361,0
-23.6016,1.4727,0.2734,27538,0
2.4844,-13.5000,5.3320,27379,0
-6.0195,10.0586,-2.9453,27438,0
-1.0391,-14.0820,6.2500,27448,0
-1.3086,6.7227,-2.1406,27322,0
-24.7930,10.2070,-2.1758,27520,0
3.0586,2.6602,-1.3359,27275,0
-23.8281,12.7344,-2.4844,27467,0
-10.6172,-10.7461,4.6406,27273,0
6.3555,-2.3203,0.9258,27339,0
-16.0977,-8.1797,4.1445,27357,0
7.6562,-6.4570,1.9609,27357,0
-18.2031,13.5781,-1.8711,27271,0
8.1133,-9.2539,3.1094,27432,0
-13.5234,11.8555,-1.5664,27213,0
-24.4453,-1.3242,0.6172,27415,0
-8.6641,10.2812,-1.9844,27226,0
-25.7539,2.7383,-1.6797,27354,0
2.4453,-12.3164,4.9844,27270,0
-3.8359,8.3672,-1.1797,27234,0
-2.6484,-12.5117,5.0234,27378,0
1.6406,5.4141,-0.8359,27152,0
-25.5586,9.5547,-2.3672,27389,0
5.0469,2.1250,0.3125,27162,0
-23.7227,11.5469,-2.1758,27306,0
-12.7617,-9.7500,3.1875,27281,0
7.4258,-1.7070,1.2695,27225,0
-17.0859,-7.4531,2.0742,27379,0
7.6562,-5.7266,2.8789,27167,0
-17.2031,12.9258,-2.0625,27397,0
6.5039,-9.0977,4.2188,27214,0
-12.6914,11.9297,-2.0625,27312,0
-23.7578,-0.5195,-0.3398,27312,0
3.6719,-11.6250,5.0625,27290,0
-25.3320,3.5820,-1.6406,27221,0
-0.0820,-12.4297,4.9844,27368,0
-1.6172,8.0273,-1.2969,27192,0
-5.0625,-12.5859,5.3320,27402,0
2.6758,4.9219,-0.0312,27207,0
