x,y,z,som,picos
0.0000,0.0000,0.0000,27546,0
0.0000,0.0000,0.0000,27324,0
0.0000,0.0000,0.0000,27418,0
0.0000,0.0000,0.0000,27558,0
0.0000,0.0000,0.0000,27347,0
-28.1641,-0.5195,7.5156,27461,0
2.5977,2.9688,-4.4766,27546,0
-7.0938,4.5781,-0.2617,27303,0
-28.6953,-2.2812,7.2070,27506,0
1.7539,3.8867,-4.9023,27540,0
-7.9414,5.3047,0.7734,27306,0
-28.1250,-3.8906,6.1719,27525,0
-3.1484,-3.9336,1.1562,27509,0
-10.4648,5.8398,2.2266,27333,0
-25.7891,-4.9609,5.5234,27535,0
-1.6914,-3.1250,0.6562,27469,0
-13.1445,5.6484,3.8359,27388,0
-22.9531,-5.8047,4.4883,27552,0
-0.6953,-1.7031,-0.0703,27433,0
-0.9258,3.1602,-4.8984,27403,0
-19.0781,-6.0742,3.6055,27567,0
0.1094,-0.3672,-0.9531,27365,0
-2.4180,3.2344,-4.2070,27365,0
-14.6797,-6.0352,2.8008,27448,0
0.6055,0.9375,-1.9492,27563,0
-4.2969,3.2344,-3.0195,27317,0
-10.8438,-5.8828,2.5742,27458,0
1.0273,2.3555,-3.1719,27536,0
-5.4062,3.9648,-1.7578,27269,0
-26.7070,-0.7500,7.0938,27489,0
1.6797,3.2734,-4.3203,27491,0
-6.9414,4.8438,-0.6445,27250,0
-27.8945,-2.5508,6.7500,27497,0
1.8711,4.0391,-5.0508,27468,0
-8.6289,5.4961,0.8867,27293,0
-27.7734,-4.1211,6.4414,27495,0
-2.7266,-4.0039,1.3477,27437,0
-10.6172,5.7656,2.1133,27333,0
-25.4414,-5.2305,5.4062,27506,0
-1.6523,-2.9727,0.7734,27389,0
-13.6406,5.4961,3.8750,27365,0
-22.4141,-5.5352,4.1797,27507,0
-0.6562,-1.7031,0.1211,27507,0
-17.4023,4.5000,5.3320,27411,0
-18.2461,-6.0742,3.3789,27411,0
-0.0430,-0.3672,-0.9531,27516,0
-2.7266,3.1211,-4.2031,27285,0
-14.6055,-6.0742,2.8789,27431,0
0.6055,1.2422,-2.1016,27513,0
-4.2227,3.3906,-3.0195,27269,0
-10.6172,-5.8047,2.5352,27476,0
0.9883,2.6211,-3.3281,27502,0
-5.4844,3.8867,-1.7188,27264,0
-26.9375,-0.9023,7.2461,27506,0
1.7930,3.3906,-4.3984,27458,0
-6.9414,4.7305,-0.5703,27286,0
-28.2773,-2.7773,7.2070,27497,0
1.4883,3.7734,-4.9414,27426,0
-8.2031,5.4570,0.8086,27332,0
-27.8125,-4.2344,6.4414,27504,0
-2.8398,-3.7344,1.1562,27382,0
-10.6602,5.9570,2.3828,27361,0
-25.5977,-5.1914,5.4062,27501,0
